workerid,proliferate.condition,choices,concept,correct,definition,failed_audio,failed_images,failed_video,img,internal_node_id,name,response,rt,seed,solution,stimulus,success,time_elapsed,timeout,trial_index,trial_type,view_history,error
26,CB3,"['Yes', 'No']",concept_lcc,TRUE,"Two circles that intersect at a single point. One of the circles contains the other. Additionally, a straight line passes through both of the circles' centers.",,,,geoclidean\constraints\concept_lcc\test\out_far_1_fin.png,0.0-3.0-0.24,drex,1,5856,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'drex' is: Two circles that intersect at a single point. One of the circles contains the other. Additionally, a straight line passes through both of the circles' centers.<br><b>Question:</b><br> Is the image below a 'drex'? <br></p><img src='geoclidean\constraints\concept_lcc\test\out_far_1_fin.png' height='300px'>",,261238,,27,html-button-response,,
26,CB3,"['Yes', 'No']",concept_tll,TRUE,a triangle with two straight lines extending out of one of its corners,,,,geoclidean\constraints\concept_tll\test\in_1_fin.png,0.0-3.0-0.25,lem,0,5216,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'lem' is: a triangle with two straight lines extending out of one of its corners<br><b>Question:</b><br> Is the image below a 'lem'? <br></p><img src='geoclidean\constraints\concept_tll\test\in_1_fin.png' height='300px'>",,266456,,28,html-button-response,,
26,CB3,"['Yes', 'No']",concept_perp_bisector,TRUE,Two line segments that intersect at a 90 degree angle and are cut into two equal parts.,,,,geoclidean\elements\concept_perp_bisector\test\out_far_4_fin.png,0.0-3.0-0.26,wex,1,13836,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wex' is: Two line segments that intersect at a 90 degree angle and are cut into two equal parts.<br><b>Question:</b><br> Is the image below a 'wex'? <br></p><img src='geoclidean\elements\concept_perp_bisector\test\out_far_4_fin.png' height='300px'>",,280293,,29,html-button-response,,
26,CB3,"['Yes', 'No']",concept_quadrilateral,TRUE,A four-sided closed shape.,,,,geoclidean\elements\concept_quadrilateral\test\out_far_3_fin.png,0.0-3.0-0.27,mox,1,7899,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'mox' is: A four-sided closed shape.<br><b>Question:</b><br> Is the image below a 'mox'? <br></p><img src='geoclidean\elements\concept_quadrilateral\test\out_far_3_fin.png' height='300px'>",,288192,,30,html-button-response,,
26,CB3,"['Yes', 'No']",concept_ang_bisector,TRUE,A line that divides an angle into two equal parts.,,,,geoclidean\elements\concept_ang_bisector\test\out_close_3_fin.png,0.0-3.0-0.28,zyl,1,4689,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zyl' is: A line that divides an angle into two equal parts.<br><b>Question:</b><br> Is the image below a 'zyl'? <br></p><img src='geoclidean\elements\concept_ang_bisector\test\out_close_3_fin.png' height='300px'>",,292882,,31,html-button-response,,
26,CB3,"['Yes', 'No']",concept_parallel_l,TRUE,Parallel lines.,,,,geoclidean\elements\concept_parallel_l\test\out_close_4_fin.png,0.0-3.0-0.29,jeg,1,1834,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeg' is: Parallel lines.<br><b>Question:</b><br> Is the image below a 'jeg'? <br></p><img src='geoclidean\elements\concept_parallel_l\test\out_close_4_fin.png' height='300px'>",,294717,,32,html-button-response,,
26,CB3,"['Yes', 'No']",concept_llc,TRUE,A circle and two lines that meet. One of the lines extends from the circle's border and the other line passes through the circle's center.,,,,geoclidean\constraints\concept_llc\test\in_4_fin.png,0.0-3.0-0.30,krev,0,8747,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'krev' is: A circle and two lines that meet. One of the lines extends from the circle's border and the other line passes through the circle's center.<br><b>Question:</b><br> Is the image below a 'krev'? <br></p><img src='geoclidean\constraints\concept_llc\test\in_4_fin.png' height='300px'>",,303465,,33,html-button-response,,
26,CB3,"['Yes', 'No']",concept_tcl,TRUE,"A triangle with one of its corners located at the center of a circle. Additionally, a line extends from the triangle's corner located at the center of a circle to the side of the triangle that faces it.",,,,geoclidean\constraints\concept_tcl\test\out_far_4_fin.png,0.0-3.0-0.31,hol,1,19546,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'hol' is: A triangle with one of its corners located at the center of a circle. Additionally, a line extends from the triangle's corner located at the center of a circle to the side of the triangle that faces it.<br><b>Question:</b><br> Is the image below a 'hol'? <br></p><img src='geoclidean\constraints\concept_tcl\test\out_far_4_fin.png' height='300px'>",,323012,,34,html-button-response,,
26,CB3,"['Yes', 'No']",concept_radii,TRUE,A circle and 3 straight lines extending from the center of the circle to its border.,,,,geoclidean\elements\concept_radii\test\out_far_4_fin.png,0.0-3.0-0.32,dlep,1,8442,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'dlep' is: A circle and 3 straight lines extending from the center of the circle to its border.<br><b>Question:</b><br> Is the image below a 'dlep'? <br></p><img src='geoclidean\elements\concept_radii\test\out_far_4_fin.png' height='300px'>",,331455,,35,html-button-response,,
26,CB3,"['Yes', 'No']",concept_sixty_ang,TRUE,A sixty degree angle formed between two equal-length straight lines.,,,,geoclidean\elements\concept_sixty_ang\test\out_close_4_fin.png,0.0-3.0-0.33,wuj,1,10186,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wuj' is: A sixty degree angle formed between two equal-length straight lines.<br><b>Question:</b><br> Is the image below a 'wuj'? <br></p><img src='geoclidean\elements\concept_sixty_ang\test\out_close_4_fin.png' height='300px'>",,341642,,36,html-button-response,,
26,CB3,"['Yes', 'No']",concept_clcl,TRUE,Two circles and two straight lines. One straight line extends from an intersection point between the circles to a circle's border. Another line extends from one circle's border to another circle's border.,,,,geoclidean\constraints\concept_clcl\test\out_far_4_fin.png,0.0-3.0-0.34,uvs,1,11089,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'uvs' is: Two circles and two straight lines. One straight line extends from an intersection point between the circles to a circle's border. Another line extends from one circle's border to another circle's border.<br><b>Question:</b><br> Is the image below a 'uvs'? <br></p><img src='geoclidean\constraints\concept_clcl\test\out_far_4_fin.png' height='300px'>",,352731,,37,html-button-response,,
26,CB3,"['Yes', 'No']",concept_cccc,TRUE,"Four intersecting circles. Among their points of intersection, one point is shared by all four circles.",,,,geoclidean\constraints\concept_cccc\test\in_2_fin.png,0.0-3.0-0.35,xip,0,7004,0.962206093,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'xip' is: Four intersecting circles. Among their points of intersection, one point is shared by all four circles.<br><b>Question:</b><br> Is the image below a 'xip'? <br></p><img src='geoclidean\constraints\concept_cccc\test\in_2_fin.png' height='300px'>",,359736,,38,html-button-response,,
26,CB3,"['Yes', 'No']",concept_rhomboid,TRUE,A four-sided shape with two pairs of parallel sides.,,,,geoclidean\elements\concept_rhomboid\test\out_close_2_fin.png,0.0-3.0-0.36,pif,1,3563,0.962206093,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'pif' is: A four-sided shape with two pairs of parallel sides.<br><b>Question:</b><br> Is the image below a 'pif'? <br></p><img src='geoclidean\elements\concept_rhomboid\test\out_close_2_fin.png' height='300px'>",,363300,,39,html-button-response,,
26,CB3,,,,,,,,,0.0-4.0,,,1637,0.962206093,,,,364937,,40,instructions,"[{'page_index': 0, 'viewing_time': 1637}]",
13,CB10,,,,,[],[],[],,0.0-0.0,,,,0.124361092,,,TRUE,897,FALSE,0,preload,,
13,CB10,,,,,,,,,0.0-1.0,,,6857,0.124361092,,,,7754,,1,instructions,"[{'page_index': 0, 'viewing_time': 6856}]",
13,CB10,,,,,,,,,0.0-2.0,,,45073,0.124361092,,,,52828,,2,instructions,"[{'page_index': 0, 'viewing_time': 8961}, {'page_index': 1, 'viewing_time': 30197}, {'page_index': 2, 'viewing_time': 5217}, {'page_index': 3, 'viewing_time': 698}]",
13,CB10,"['Yes', 'No']",concept_llll,TRUE,Four straight lines that intersect at a single point.,,,,geoclidean\constraints\concept_llll\test\out_far_4_fin.png,0.0-3.0-0.0,vop,1,15284,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vop' is: Four straight lines that intersect at a single point.<br><b>Question:</b><br> Is the image below a 'vop'? <br></p><img src='geoclidean\constraints\concept_llll\test\out_far_4_fin.png' height='300px'>",,68113,,3,html-button-response,,
13,CB10,"['Yes', 'No']",concept_clcc,TRUE,A circle that contains a straight line whose endpoints are on the border of that circle. Two other circles that intersect with the first circle.,,,,geoclidean\constraints\concept_clcc\test\out_close_5_fin.png,0.0-3.0-0.1,krev,1,27263,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'krev' is: A circle that contains a straight line whose endpoints are on the border of that circle. Two other circles that intersect with the first circle.<br><b>Question:</b><br> Is the image below a 'krev'? <br></p><img src='geoclidean\constraints\concept_clcc\test\out_close_5_fin.png' height='300px'>",,95378,,4,html-button-response,,
13,CB10,"['Yes', 'No']",concept_lll,TRUE,A straight line with two other straight lines extending from it.,,,,geoclidean\constraints\concept_lll\test\in_2_fin.png,0.0-3.0-0.2,nif,0,7100,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'nif' is: A straight line with two other straight lines extending from it.<br><b>Question:</b><br> Is the image below a 'nif'? <br></p><img src='geoclidean\constraints\concept_lll\test\in_2_fin.png' height='300px'>",,102479,,5,html-button-response,,
13,CB10,"['Yes', 'No']",concept_right_ang_t,TRUE,A triangle with a 90 degree angle.,,,,geoclidean\elements\concept_right_ang_t\test\out_far_1_fin.png,0.0-3.0-0.3,tep,1,5306,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'tep' is: A triangle with a 90 degree angle.<br><b>Question:</b><br> Is the image below a 'tep'? <br></p><img src='geoclidean\elements\concept_right_ang_t\test\out_far_1_fin.png' height='300px'>",,107786,,6,html-button-response,,
13,CB10,"['Yes', 'No']",concept_tcl,TRUE,"A triangle with one of its corners located at the center of a circle. Additionally, a line extends from the triangle's corner located at the center of a circle to the side of the triangle that faces it.",,,,geoclidean\constraints\concept_tcl\test\out_far_1_fin.png,0.0-3.0-0.4,wuj,1,20543,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wuj' is: A triangle with one of its corners located at the center of a circle. Additionally, a line extends from the triangle's corner located at the center of a circle to the side of the triangle that faces it.<br><b>Question:</b><br> Is the image below a 'wuj'? <br></p><img src='geoclidean\constraints\concept_tcl\test\out_far_1_fin.png' height='300px'>",,128330,,7,html-button-response,,
13,CB10,"['Yes', 'No']",concept_lllc,TRUE,"Two lines that either extend or pass through the center of a circle, and a third line that extends from one of the two lines.",,,,geoclidean\constraints\concept_lllc\test\in_4_fin.png,0.0-3.0-0.5,kab,0,6764,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'kab' is: Two lines that either extend or pass through the center of a circle, and a third line that extends from one of the two lines.<br><b>Question:</b><br> Is the image below a 'kab'? <br></p><img src='geoclidean\constraints\concept_lllc\test\in_4_fin.png' height='300px'>",,135095,,8,html-button-response,,
13,CB10,"['Yes', 'No']",concept_segment,TRUE,A circle and a straight line connecting two points on the circle's border.,,,,geoclidean\elements\concept_segment\test\out_far_4_fin.png,0.0-3.0-0.6,nuk,1,6531,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'nuk' is: A circle and a straight line connecting two points on the circle's border.<br><b>Question:</b><br> Is the image below a 'nuk'? <br></p><img src='geoclidean\elements\concept_segment\test\out_far_4_fin.png' height='300px'>",,141627,,9,html-button-response,,
13,CB10,"['Yes', 'No']",concept_lcc,TRUE,"Two circles that intersect at a single point. One of the circles contains the other. Additionally, a straight line passes through both of the circles' centers.",,,,geoclidean\constraints\concept_lcc\test\in_2_fin.png,0.0-3.0-0.7,uvs,0,33284,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'uvs' is: Two circles that intersect at a single point. One of the circles contains the other. Additionally, a straight line passes through both of the circles' centers.<br><b>Question:</b><br> Is the image below a 'uvs'? <br></p><img src='geoclidean\constraints\concept_lcc\test\in_2_fin.png' height='300px'>",,174912,,10,html-button-response,,
13,CB10,"['Yes', 'No']",concept_rhombus,TRUE,A four-sided shape with all sides having the same length.,,,,geoclidean\elements\concept_rhombus\test\out_close_1_fin.png,0.0-3.0-0.8,qiv,1,17700,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'qiv' is: A four-sided shape with all sides having the same length.<br><b>Question:</b><br> Is the image below a 'qiv'? <br></p><img src='geoclidean\elements\concept_rhombus\test\out_close_1_fin.png' height='300px'>",,192613,,11,html-button-response,,
13,CB10,"['Yes', 'No']",concept_eq_t,TRUE,A triangle with all of its sides having the same length.,,,,geoclidean\elements\concept_eq_t\test\out_far_5_fin.png,0.0-3.0-0.9,zup,1,9751,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zup' is: A triangle with all of its sides having the same length.<br><b>Question:</b><br> Is the image below a 'zup'? <br></p><img src='geoclidean\elements\concept_eq_t\test\out_far_5_fin.png' height='300px'>",,202365,,12,html-button-response,,
13,CB10,"['Yes', 'No']",concept_cll,TRUE,A circle containing two lines. Each of the lines extends from one point on the circle's border to another point on the circle's border.,,,,geoclidean\constraints\concept_cll\test\in_2_fin.png,0.0-3.0-0.10,fom,0,6546,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fom' is: A circle containing two lines. Each of the lines extends from one point on the circle's border to another point on the circle's border.<br><b>Question:</b><br> Is the image below a 'fom'? <br></p><img src='geoclidean\constraints\concept_cll\test\in_2_fin.png' height='300px'>",,208912,,13,html-button-response,,
13,CB10,"['Yes', 'No']",concept_tll,TRUE,a triangle with two straight lines extending out of one of its corners,,,,geoclidean\constraints\concept_tll\test\out_far_4_fin.png,0.0-3.0-0.11,wex,1,13952,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wex' is: a triangle with two straight lines extending out of one of its corners<br><b>Question:</b><br> Is the image below a 'wex'? <br></p><img src='geoclidean\constraints\concept_tll\test\out_far_4_fin.png' height='300px'>",,222866,,14,html-button-response,,
13,CB10,"['Yes', 'No']",concept_ccc,TRUE,"Three intersecting circles. Among their points of intersection, one point is shared by all three circles.",,,,geoclidean\constraints\concept_ccc\test\out_close_1_fin.png,0.0-3.0-0.12,yulf,1,22744,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'yulf' is: Three intersecting circles. Among their points of intersection, one point is shared by all three circles.<br><b>Question:</b><br> Is the image below a 'yulf'? <br></p><img src='geoclidean\constraints\concept_ccc\test\out_close_1_fin.png' height='300px'>",,245611,,15,html-button-response,,
13,CB10,"['Yes', 'No']",concept_diameter,TRUE,A circle and a straight line that passes through the center of the circle and whose endpoints are on the circle's border.,,,,geoclidean\elements\concept_diameter\test\in_5_fin.png,0.0-3.0-0.13,drex,0,7966,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'drex' is: A circle and a straight line that passes through the center of the circle and whose endpoints are on the circle's border.<br><b>Question:</b><br> Is the image below a 'drex'? <br></p><img src='geoclidean\elements\concept_diameter\test\in_5_fin.png' height='300px'>",,253578,,16,html-button-response,,
13,CB10,"['Yes', 'No']",concept_ccl,TRUE,"Two intersecting circles. Additionally, a straight line that extends from one of the intersection points between the circles to one of the circles' border.",,,,geoclidean\constraints\concept_ccl\test\in_1_fin.png,0.0-3.0-0.14,jaf,0,11082,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jaf' is: Two intersecting circles. Additionally, a straight line that extends from one of the intersection points between the circles to one of the circles' border.<br><b>Question:</b><br> Is the image below a 'jaf'? <br></p><img src='geoclidean\constraints\concept_ccl\test\in_1_fin.png' height='300px'>",,264661,,17,html-button-response,,
13,CB10,"['Yes', 'No']",concept_rhomboid,TRUE,A four-sided shape with two pairs of parallel sides.,,,,geoclidean\elements\concept_rhomboid\test\out_close_4_fin.png,0.0-3.0-0.15,zyl,1,8034,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zyl' is: A four-sided shape with two pairs of parallel sides.<br><b>Question:</b><br> Is the image below a 'zyl'? <br></p><img src='geoclidean\elements\concept_rhomboid\test\out_close_4_fin.png' height='300px'>",,272697,,18,html-button-response,,
13,CB10,"['Yes', 'No']",concept_clcl,TRUE,Two circles and two straight lines. One straight line extends from an intersection point between the circles to a circle's border. Another line extends from one circle's border to another circle's border.,,,,geoclidean\constraints\concept_clcl\test\in_4_fin.png,0.0-3.0-0.16,pif,0,17862,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'pif' is: Two circles and two straight lines. One straight line extends from an intersection point between the circles to a circle's border. Another line extends from one circle's border to another circle's border.<br><b>Question:</b><br> Is the image below a 'pif'? <br></p><img src='geoclidean\constraints\concept_clcl\test\in_4_fin.png' height='300px'>",,290561,,19,html-button-response,,
13,CB10,"['Yes', 'No']",concept_cccc,FALSE,"Four intersecting circles. Among their points of intersection, one point is shared by all four circles.",,,,geoclidean\constraints\concept_cccc\test\in_4_fin.png,0.0-3.0-0.17,bvep,1,12848,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bvep' is: Four intersecting circles. Among their points of intersection, one point is shared by all four circles.<br><b>Question:</b><br> Is the image below a 'bvep'? <br></p><img src='geoclidean\constraints\concept_cccc\test\in_4_fin.png' height='300px'>",,303410,,20,html-button-response,,
13,CB10,"['Yes', 'No']",concept_llc,TRUE,A circle and two lines that meet. One of the lines extends from the circle's border and the other line passes through the circle's center.,,,,geoclidean\constraints\concept_llc\test\in_3_fin.png,0.0-3.0-0.18,mox,0,9616,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'mox' is: A circle and two lines that meet. One of the lines extends from the circle's border and the other line passes through the circle's center.<br><b>Question:</b><br> Is the image below a 'mox'? <br></p><img src='geoclidean\constraints\concept_llc\test\in_3_fin.png' height='300px'>",,313028,,21,html-button-response,,
13,CB10,"['Yes', 'No']",concept_perp_bisector,TRUE,Two line segments that intersect at a 90 degree angle and are cut into two equal parts.,,,,geoclidean\elements\concept_perp_bisector\test\out_close_2_fin.png,0.0-3.0-0.19,fep,1,9984,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'fep' is: Two line segments that intersect at a 90 degree angle and are cut into two equal parts.<br><b>Question:</b><br> Is the image below a 'fep'? <br></p><img src='geoclidean\elements\concept_perp_bisector\test\out_close_2_fin.png' height='300px'>",,323013,,22,html-button-response,,
13,CB10,"['Yes', 'No']",concept_sixty_ang,FALSE,A sixty degree angle formed between two equal-length straight lines.,,,,geoclidean\elements\concept_sixty_ang\test\out_close_1_fin.png,0.0-3.0-0.20,dax,0,8797,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'dax' is: A sixty degree angle formed between two equal-length straight lines.<br><b>Question:</b><br> Is the image below a 'dax'? <br></p><img src='geoclidean\elements\concept_sixty_ang\test\out_close_1_fin.png' height='300px'>",,331811,,23,html-button-response,,
13,CB10,"['Yes', 'No']",concept_parallel_l,TRUE,Parallel lines.,,,,geoclidean\elements\concept_parallel_l\test\out_close_3_fin.png,0.0-3.0-0.21,bliv,1,8340,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bliv' is: Parallel lines.<br><b>Question:</b><br> Is the image below a 'bliv'? <br></p><img src='geoclidean\elements\concept_parallel_l\test\out_close_3_fin.png' height='300px'>",,340153,,24,html-button-response,,
13,CB10,"['Yes', 'No']",concept_cccl,TRUE,"Three intersecting circles. Among their points of intersection, one point is shared by all three circles. Additionally, one of the circles contains a line whose endpoints are on the circle's border.",,,,geoclidean\constraints\concept_cccl\test\in_4_fin.png,0.0-3.0-0.22,bim,0,16489,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'bim' is: Three intersecting circles. Among their points of intersection, one point is shared by all three circles. Additionally, one of the circles contains a line whose endpoints are on the circle's border.<br><b>Question:</b><br> Is the image below a 'bim'? <br></p><img src='geoclidean\constraints\concept_cccl\test\in_4_fin.png' height='300px'>",,356642,,25,html-button-response,,
13,CB10,"['Yes', 'No']",concept_tcc,TRUE,"Two circles that have the same center, one completely inside the other. Additionally, a triangle with a corner located at the center of the circles.",,,,geoclidean\constraints\concept_tcc\test\in_5_fin.png,0.0-3.0-0.23,jeex,0,13621,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeex' is: Two circles that have the same center, one completely inside the other. Additionally, a triangle with a corner located at the center of the circles.<br><b>Question:</b><br> Is the image below a 'jeex'? <br></p><img src='geoclidean\constraints\concept_tcc\test\in_5_fin.png' height='300px'>",,370264,,26,html-button-response,,
13,CB10,"['Yes', 'No']",concept_llt,TRUE,"A triangle, as well as two additional straight lines that intersect at one of its corners.",,,,geoclidean\constraints\concept_llt\test\out_far_3_fin.png,0.0-3.0-0.24,vix,1,16064,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vix' is: A triangle, as well as two additional straight lines that intersect at one of its corners.<br><b>Question:</b><br> Is the image below a 'vix'? <br></p><img src='geoclidean\constraints\concept_llt\test\out_far_3_fin.png' height='300px'>",,386329,,27,html-button-response,,
13,CB10,"['Yes', 'No']",concept_square,TRUE,A square.,,,,geoclidean\elements\concept_square\test\in_3_fin.png,0.0-3.0-0.25,hix,0,2129,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'hix' is: A square.<br><b>Question:</b><br> Is the image below a 'hix'? <br></p><img src='geoclidean\elements\concept_square\test\in_3_fin.png' height='300px'>",,388459,,28,html-button-response,,
13,CB10,"['Yes', 'No']",concept_cct,TRUE,"Two intersecting circles. Additionally, there is a triangle with two corners located at the intersection points between the circles and a third corner on one of the circles' border.",,,,geoclidean\constraints\concept_cct\test\out_far_3_fin.png,0.0-3.0-0.26,vov,1,26652,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'vov' is: Two intersecting circles. Additionally, there is a triangle with two corners located at the intersection points between the circles and a third corner on one of the circles' border.<br><b>Question:</b><br> Is the image below a 'vov'? <br></p><img src='geoclidean\constraints\concept_cct\test\out_far_3_fin.png' height='300px'>",,415112,,29,html-button-response,,
13,CB10,"['Yes', 'No']",concept_angle,TRUE,An angle formed between two lines.,,,,geoclidean\elements\concept_angle\test\in_2_fin.png,0.0-3.0-0.27,hol,0,4764,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'hol' is: An angle formed between two lines.<br><b>Question:</b><br> Is the image below a 'hol'? <br></p><img src='geoclidean\elements\concept_angle\test\in_2_fin.png' height='300px'>",,419877,,30,html-button-response,,
13,CB10,"['Yes', 'No']",concept_clt,TRUE,"A circle containing a triangle whose corners are all on the circle's border. Additionally, a straight line extends from one of the triangle's corners.",,,,geoclidean\constraints\concept_clt\test\in_3_fin.png,0.0-3.0-0.28,dlep,0,6666,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'dlep' is: A circle containing a triangle whose corners are all on the circle's border. Additionally, a straight line extends from one of the triangle's corners.<br><b>Question:</b><br> Is the image below a 'dlep'? <br></p><img src='geoclidean\constraints\concept_clt\test\in_3_fin.png' height='300px'>",,426544,,31,html-button-response,,
13,CB10,"['Yes', 'No']",concept_clll,TRUE,A circle and three lines. Line 1 extends from the circle's border. Line 2 extends from line 1. Line 3 extends from line 2 to the intersection point between the circle and line 1.,,,,geoclidean\constraints\concept_clll\test\out_far_2_fin.png,0.0-3.0-0.29,zim,1,14215,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'zim' is: A circle and three lines. Line 1 extends from the circle's border. Line 2 extends from line 1. Line 3 extends from line 2 to the intersection point between the circle and line 1.<br><b>Question:</b><br> Is the image below a 'zim'? <br></p><img src='geoclidean\constraints\concept_clll\test\out_far_2_fin.png' height='300px'>",,440760,,32,html-button-response,,
13,CB10,"['Yes', 'No']",concept_ang_bisector,TRUE,A line that divides an angle into two equal parts.,,,,geoclidean\elements\concept_ang_bisector\test\out_close_2_fin.png,0.0-3.0-0.30,jeg,1,33366,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'jeg' is: A line that divides an angle into two equal parts.<br><b>Question:</b><br> Is the image below a 'jeg'? <br></p><img src='geoclidean\elements\concept_ang_bisector\test\out_close_2_fin.png' height='300px'>",,474128,,33,html-button-response,,
13,CB10,"['Yes', 'No']",concept_llcc,TRUE,Two circles and two lines that all intersect at a single location.,,,,geoclidean\constraints\concept_llcc\test\out_far_2_fin.png,0.0-3.0-0.31,wunf,1,22396,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'wunf' is: Two circles and two lines that all intersect at a single location.<br><b>Question:</b><br> Is the image below a 'wunf'? <br></p><img src='geoclidean\constraints\concept_llcc\test\out_far_2_fin.png' height='300px'>",,496524,,34,html-button-response,,
13,CB10,"['Yes', 'No']",concept_rectilinear,TRUE,A closed shape composed of straight lines.,,,,geoclidean\elements\concept_rectilinear\test\out_close_3_fin.png,0.0-3.0-0.32,honv,1,7720,0.124361092,No,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'honv' is: A closed shape composed of straight lines.<br><b>Question:</b><br> Is the image below a 'honv'? <br></p><img src='geoclidean\elements\concept_rectilinear\test\out_close_3_fin.png' height='300px'>",,504245,,35,html-button-response,,
13,CB10,"['Yes', 'No']",concept_triangle,TRUE,A triangle.,,,,geoclidean\elements\concept_triangle\test\in_5_fin.png,0.0-3.0-0.33,lem,0,2014,0.124361092,Yes,"<p style=""max-width: 60%;margin-left: auto; margin-right: auto;""><b>Definition:</b><br>A 'lem' is: A triangle.<br><b>Question:</b><br> Is the image below a 'lem'? <br></p><img src='geoclidean\elements\concept_triangle\test\in_5_fin.png' height='300px'>",,506259,,36,html-button-response,,
